Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Order_DateTime,Pickup_DateTime,Pickup_Delay_Min,Distance_Km
hpme076021953,21,4.5,22.311603,73.165012,22.391603,73.245012,2022-03-08,17:10:00,17:25:00,Cloudy,Medium,motorcycle,Metropolitian,160,Jewelry,2022-03-08 17:10:00,2022-03-08 17:25:00,15.0,12.116895848185973
jwgq604828505,28,4.9,11.025083,77.015393,11.105083,77.095393,2022-04-04,22:50:00,22:55:00,Stormy,Low,scooter,Urban,17,Grocery,2022-04-04 22:50:00,2022-04-04 22:55:00,5.0,12.463883024166929
ianz745498696,39,4.6,17.455894,78.375467,17.545894,78.465467,2022-03-23,17:25:00,17:35:00,Sandstorms,Medium,motorcycle,Metropolitian,150,Clothing,2022-03-23 17:25:00,2022-03-23 17:35:00,10.0,13.829131656291406
vkha829962812,33,4.4,26.849596,75.800512,26.889596,75.840512,2022-03-28,14:15:00,14:30:00,Windy,High,motorcycle,Metropolitian,160,Skincare,2022-03-28 14:15:00,2022-03-28 14:30:00,15.0,5.960265171499854
enwc770077643,34,4.5,11.025083,77.015393,11.095083,77.085393,2022-03-08,22:30:00,22:45:00,Sunny,Low,motorcycle,Metropolitian,145,Sports,2022-03-08 22:30:00,2022-03-08 22:45:00,15.0,10.905989056268561
gngv207202756,33,5.0,23.416792,85.316842,23.506792,85.406842,2022-03-25,18:40:00,18:50:00,Sandstorms,Medium,motorcycle,Metropolitian,165,Books,2022-03-25 18:40:00,2022-03-25 18:50:00,10.0,13.58037387628081
wxew867198992,23,4.5,19.1093,72.825451,19.1293,72.845451,2022-04-01,08:25:00,08:40:00,Cloudy,Low,van,Urban,90,Electronics,2022-04-01 08:25:00,2022-04-01 08:40:00,15.0,3.0595542475950825
trrb181561381,37,4.9,12.970221,77.645396,13.010221,77.685396,2022-03-30,15:40:00,15:50:00,Sandstorms,Medium,motorcycle,Metropolitian,190,Snacks,2022-03-30 15:40:00,2022-03-30 15:50:00,10.0,6.210169290102345
jhtk998208672,38,4.1,19.091458,72.827808,19.161458,72.897808,2022-03-02,17:10:00,17:25:00,Windy,Medium,van,Metropolitian,160,Kitchen,2022-03-02 17:10:00,2022-03-02 17:25:00,15.0,10.708220667367732
gonx442529661,35,4.1,19.120083,72.907385,19.230083,73.017385,2022-03-12,17:25:00,17:30:00,Sunny,Medium,motorcycle,Metropolitian,190,Electronics,2022-03-12 17:25:00,2022-03-12 17:30:00,5.0,16.824864367094257
gqcg026945779,34,5.0,30.890184,75.829615,30.920184,75.859615,2022-02-17,23:55:00,00:00:00,Stormy,Low,scooter,Metropolitian,100,Books,2022-02-17 23:55:00,2022-02-18 00:00:00,5.0,4.395472356874531
dufp775941792,27,4.3,17.426228,78.407495,17.496228,78.477495,2022-03-06,17:45:00,17:55:00,Cloudy,Medium,motorcycle,Metropolitian,160,Outdoors,2022-03-06 17:45:00,2022-03-06 17:55:00,10.0,10.757108800258175
neva367167678,20,4.6,23.351058,85.325731,23.371058,85.345731,2022-03-28,09:10:00,09:20:00,Sandstorms,Low,scooter,Metropolitian,65,Pet Supplies,2022-03-28 09:10:00,2022-03-28 09:20:00,10.0,3.018911481757933
gedp538037050,22,5.0,22.728163,75.884212,22.858163,76.014212,2022-03-31,21:10:00,21:25:00,Sunny,Jam,motorcycle,Urban,15,Grocery,2022-03-31 21:10:00,2022-03-31 21:25:00,15.0,19.660943947619387
pvan038951763,38,5.0,26.902328,75.794257,26.952328,75.844257,2022-04-01,17:15:00,17:25:00,Cloudy,Medium,van,Metropolitian,80,Pet Supplies,2022-04-01 17:15:00,2022-04-01 17:25:00,10.0,7.448644516028947
kvwa018084722,36,4.6,21.170096,72.789122,21.200096,72.819122,2022-04-03,20:25:00,20:30:00,Sandstorms,Jam,scooter,Metropolitian,125,Kitchen,2022-04-03 20:25:00,2022-04-03 20:30:00,5.0,4.5609750236610624
ptkj030172940,27,4.6,18.56245,73.916619,18.61245,73.966619,2022-03-30,22:40:00,22:55:00,Windy,Low,van,Urban,50,Toys,2022-03-30 22:40:00,2022-03-30 22:55:00,15.0,7.660348489151042
cezg106088049,36,4.6,21.170096,72.789122,21.190096,72.809122,2022-03-17,11:15:00,11:30:00,Fog,High,van,Metropolitian,25,Grocery,2022-03-17 11:15:00,2022-03-17 11:30:00,15.0,3.040697853651506
usxr316097565,32,4.6,23.371292,85.327872,23.441292,85.397872,2022-03-20,19:10:00,19:15:00,Cloudy,Jam,motorcycle,Urban,230,Clothing,2022-03-20 19:10:00,2022-03-20 19:15:00,5.0,10.564540523828766
akoz380684866,20,4.8,12.933284,77.615428,12.963284,77.645428,2022-04-01,23:25:00,23:30:00,Sunny,Low,scooter,Metropolitian,105,Clothing,2022-04-01 23:25:00,2022-04-01 23:30:00,5.0,4.658009428704655
nfce969942017,31,4.3,19.875522,75.367127,20.005522,75.497127,2022-02-12,23:30:00,23:45:00,Cloudy,Low,motorcycle,Other,185,Skincare,2022-02-12 23:30:00,2022-02-12 23:45:00,15.0,19.839595859560124
pjug002688286,20,4.7,13.064181,80.236442,13.114181,80.286442,2022-03-11,23:15:00,23:30:00,Cloudy,Low,motorcycle,Urban,80,Pet Supplies,2022-03-11 23:15:00,2022-03-11 23:30:00,15.0,7.761199672759796
vikg162972879,32,4.9,22.760072,75.892574,22.780072,75.912574,2022-03-28,08:25:00,08:40:00,Fog,Low,motorcycle,Urban,145,Outdoors,2022-03-28 08:25:00,2022-03-28 08:40:00,15.0,3.0249963435107636
opbx862587426,22,4.8,18.536718,73.830327,18.586718,73.880327,2022-03-19,22:35:00,22:45:00,Fog,Low,scooter,Metropolitian,60,Snacks,2022-03-19 22:35:00,2022-03-19 22:45:00,10.0,7.660895664241893
uzkz304464726,25,4.9,18.516216,73.842527,18.526216,73.852527,2022-03-17,11:40:00,11:55:00,Sunny,High,scooter,Urban,65,Home,2022-03-17 11:40:00,2022-03-17 11:55:00,15.0,1.5323511358883408
kexo258229392,29,4.8,26.911378,75.789034,26.941378,75.819034,2022-03-15,19:30:00,19:40:00,Windy,Jam,motorcycle,Metropolitian,125,Jewelry,2022-03-15 19:30:00,2022-03-15 19:40:00,10.0,4.469203457951168
clem453437680,20,4.8,11.02091,76.940432,11.10091,77.020432,2022-03-27,20:15:00,20:25:00,Cloudy,Jam,motorcycle,Metropolitian,190,Snacks,2022-03-27 20:15:00,2022-03-27 20:25:00,10.0,12.463970105024178
nxpb824181186,32,4.6,17.458998,78.500366,17.538998,78.580366,2022-03-23,23:50:00,00:05:00,Sandstorms,Low,scooter,Metropolitian,130,Shoes,2022-03-23 23:50:00,2022-03-24 00:05:00,15.0,12.29262273944321
bzxn977256068,32,4.8,19.22384,72.841347,19.26384,72.881347,2022-03-19,12:40:00,12:45:00,Sandstorms,High,motorcycle,Metropolitian,145,Outdoors,2022-03-19 12:40:00,2022-03-19 12:45:00,5.0,6.116927321899819
cvdl990253127,30,4.9,26.846156,75.8023,26.896156,75.8523,2022-03-24,23:50:00,00:00:00,Cloudy,Low,motorcycle,Metropolitian,115,Shoes,2022-03-24 23:50:00,2022-03-25 00:00:00,10.0,7.4502858459465395
mjzt727796336,38,4.8,22.311603,73.165012,22.331603,73.185012,2022-03-17,09:10:00,09:15:00,Fog,Low,scooter,Urban,80,Shoes,2022-03-17 09:10:00,2022-03-17 09:15:00,5.0,3.02952463419204
rprm941776983,31,4.5,30.366322,78.070453,30.476322,78.180453,2022-02-16,19:35:00,19:50:00,Windy,Jam,motorcycle,Metropolitian,39,Grocery,2022-02-16 19:35:00,2022-02-16 19:50:00,15.0,16.151082472319857
qlxd233412275,39,4.0,30.361281,78.068022,30.421281,78.128022,2022-02-11,19:25:00,19:30:00,Cloudy,Jam,motorcycle,Metropolitian,185,Shoes,2022-02-11 19:25:00,2022-02-11 19:30:00,5.0,8.810838587369837
eyhw538677164,32,4.6,22.751234,75.88949,22.801234,75.93949,2022-04-01,20:25:00,20:30:00,Cloudy,Jam,motorcycle,Metropolitian,145,Jewelry,2022-04-01 20:25:00,2022-04-01 20:30:00,5.0,7.562333809640503
funr092965012,32,4.9,11.025083,77.015393,11.035083,77.025393,2022-03-17,11:40:00,11:55:00,Sunny,High,motorcycle,Metropolitian,120,Outdoors,2022-03-17 11:40:00,2022-03-17 11:55:00,15.0,1.5580766213089028
llio867927147,35,4.9,22.310329,73.169083,22.320329,73.179083,2022-03-17,10:10:00,10:20:00,Sandstorms,Low,scooter,Urban,125,Jewelry,2022-03-17 10:10:00,2022-03-17 10:20:00,10.0,1.5147937213890765
djix264206361,27,4.9,23.351058,85.325731,23.401058,85.375731,2022-04-05,17:25:00,17:35:00,Stormy,Medium,scooter,Metropolitian,100,Cosmetics,2022-04-05 17:25:00,2022-04-05 17:35:00,10.0,7.546888128063275
pnpo275079524,22,4.9,22.732225,75.874765,22.792225,75.934765,2022-03-05,21:10:00,21:20:00,Windy,Jam,scooter,Metropolitian,90,Books,2022-03-05 21:10:00,2022-03-05 21:20:00,10.0,9.075228438646683
ufyn357564233,29,4.5,11.022169,76.999594,11.112169,77.089594,2022-03-12,20:00:00,20:15:00,Sunny,Jam,motorcycle,Metropolitian,115,Clothing,2022-03-12 20:00:00,2022-03-12 20:15:00,15.0,14.021819246588471
mqyt408064437,36,4.1,18.546947,73.900626,18.606947,73.960626,2022-04-05,22:50:00,22:55:00,Windy,Low,motorcycle,Metropolitian,120,Home,2022-04-05 22:50:00,2022-04-05 22:55:00,5.0,9.192686206948785
pqcp028397646,29,4.7,26.902328,75.794257,26.942328,75.834257,2022-03-26,16:25:00,16:35:00,Stormy,Medium,motorcycle,Metropolitian,130,Sports,2022-03-26 16:25:00,2022-03-26 16:35:00,10.0,5.959032639455132
lwnn523334605,25,4.9,21.15276,72.778059,21.24276,72.868059,2022-03-18,22:45:00,22:50:00,Sandstorms,Low,motorcycle,Metropolitian,95,Electronics,2022-03-18 22:45:00,2022-03-18 22:50:00,5.0,13.682378876484883
kgfl810725335,32,4.0,12.939496,77.625999,13.029496,77.715999,2022-03-27,18:15:00,18:30:00,Windy,Medium,motorcycle,Urban,200,Books,2022-03-27 18:15:00,2022-03-27 18:30:00,15.0,13.97303705667121
iclc215845220,31,4.0,21.160522,72.771477,21.230522,72.841477,2022-03-10,18:15:00,18:25:00,Fog,Medium,motorcycle,Metropolitian,220,Clothing,2022-03-10 18:15:00,2022-03-10 18:25:00,10.0,10.641925519430906
pxvb549205039,22,4.8,17.424114,78.347554,17.444114,78.367554,2022-03-05,09:00:00,09:05:00,Sunny,Low,motorcycle,Urban,75,Electronics,2022-03-05 09:00:00,2022-03-05 09:05:00,5.0,3.073677586372093
muho720763592,20,4.9,11.006686,76.951736,11.136686,77.081736,2022-03-20,21:15:00,21:30:00,Windy,Jam,scooter,Urban,130,Toys,2022-03-20 21:15:00,2022-03-20 21:30:00,15.0,20.253584375809584
sbdg148961210,22,4.7,19.178321,72.834715,19.208321,72.864715,2022-03-24,18:35:00,18:45:00,Stormy,Medium,scooter,Metropolitian,120,Jewelry,2022-03-24 18:35:00,2022-03-24 18:45:00,10.0,4.58836023949328
lyvf617345919,20,4.9,26.902328,75.794257,26.942328,75.834257,2022-03-07,12:10:00,12:25:00,Sandstorms,High,scooter,Urban,70,Apparel,2022-03-07 12:10:00,2022-03-07 12:25:00,15.0,5.959032639455132
mxcg722447955,30,4.9,12.310972,76.659264,12.360972,76.709264,2022-03-01,18:50:00,19:00:00,Sandstorms,Medium,van,Metropolitian,34,Grocery,2022-03-01 18:50:00,2022-03-01 19:00:00,10.0,7.772430463817006
oecn886699205,23,4.8,26.905287,75.794592,26.965287,75.854592,2022-03-11,23:35:00,23:40:00,Sunny,Low,scooter,Metropolitian,120,Books,2022-03-11 23:35:00,2022-03-11 23:40:00,5.0,8.938093974529659
dnoo159789919,28,4.8,12.939496,77.625999,13.049496,77.735999,2022-03-18,22:35:00,22:50:00,Stormy,Low,motorcycle,Urban,75,Pet Supplies,2022-03-18 22:35:00,2022-03-18 22:50:00,15.0,17.077821017428217
nyvm953349270,30,5.0,13.005801,80.250744,13.055801,80.300744,2022-03-09,21:30:00,21:35:00,Windy,Jam,motorcycle,Metropolitian,125,Toys,2022-03-09 21:30:00,2022-03-09 21:35:00,5.0,7.762092914972131
lyfj290477839,25,4.8,26.49095,80.318656,26.55095,80.378656,2022-02-13,22:10:00,22:15:00,Fog,Low,scooter,Urban,70,Apparel,2022-02-13 22:10:00,2022-02-13 22:15:00,5.0,8.95254860446834
etlj814004241,28,4.6,26.473698,80.352677,26.533698,80.412677,2022-02-13,21:20:00,21:25:00,Sandstorms,Jam,motorcycle,Other,55,Outdoors,2022-02-13 21:20:00,2022-02-13 21:25:00,5.0,8.953146585642822
kxsb919855631,25,4.7,21.160522,72.771477,21.230522,72.841477,2022-04-06,19:20:00,19:25:00,Sunny,Jam,scooter,Urban,95,Shoes,2022-04-06 19:20:00,2022-04-06 19:25:00,5.0,10.641925519430906
qhkg170565051,27,4.7,11.024839,77.007003,11.044839,77.027003,2022-03-30,11:15:00,11:30:00,Sunny,High,motorcycle,Urban,75,Electronics,2022-03-30 11:15:00,2022-03-30 11:30:00,15.0,3.1161284905751767
kkhw301173513,21,4.8,11.022169,76.999594,11.082169,77.059594,2022-03-03,18:55:00,19:00:00,Sunny,Medium,scooter,Urban,65,Apparel,2022-03-03 18:55:00,2022-03-03 19:00:00,5.0,9.348114492435203
iruw500521972,24,4.9,22.753839,75.897429,22.863838,76.007429,2022-03-08,17:40:00,17:55:00,Stormy,Medium,scooter,Metropolitian,120,Kitchen,2022-03-08 17:40:00,2022-03-08 17:55:00,15.0,16.635223376952894
fxbq139850567,22,4.6,26.891191,75.802083,27.001191,75.912083,2022-03-29,22:25:00,22:40:00,Fog,Low,motorcycle,Metropolitian,115,Cosmetics,2022-03-29 22:25:00,2022-03-29 22:40:00,15.0,16.385802266862363
uvmv930512740,38,4.9,22.75004,75.902847,22.80004,75.952847,2022-03-17,18:45:00,18:50:00,Windy,Medium,motorcycle,Metropolitian,145,Sports,2022-03-17 18:45:00,2022-03-17 18:50:00,5.0,7.562364213495182
ktdx058407184,27,4.1,17.450851,78.379347,17.480851,78.409347,2022-03-26,23:45:00,00:00:00,Stormy,Low,motorcycle,Metropolitian,110,Snacks,2022-03-26 23:45:00,2022-03-27 00:00:00,15.0,4.61013388745304
urhz950401191,26,4.5,30.899584,75.809346,30.929584,75.839346,2022-02-17,19:50:00,20:00:00,Sandstorms,Jam,van,Urban,19,Grocery,2022-02-17 19:50:00,2022-02-17 20:00:00,10.0,4.395289295392326
xngz344622786,21,4.8,12.337928,76.617889,12.357928,76.637889,2022-03-21,08:30:00,08:35:00,Sandstorms,Low,motorcycle,Urban,65,Snacks,2022-03-21 08:30:00,2022-03-21 08:35:00,5.0,3.108902919167669
kfgw936101474,32,4.5,11.010375,76.95295,11.030375,76.97295,2022-03-28,09:10:00,09:20:00,Cloudy,Low,motorcycle,Metropolitian,140,Outdoors,2022-03-28 09:10:00,2022-03-28 09:20:00,10.0,3.1162037143241816
aybr082208761,35,4.6,25.449659,81.839744,25.479659,81.869744,2022-02-11,23:25:00,23:40:00,Sandstorms,Low,scooter,Metropolitian,105,Sports,2022-02-11 23:25:00,2022-02-11 23:40:00,15.0,4.494291162003691
gvky658966212,29,4.9,18.927584,72.832585,19.007584,72.912585,2022-03-25,18:00:00,18:10:00,Sandstorms,Medium,motorcycle,Metropolitian,145,Shoes,2022-03-25 18:00:00,2022-03-25 18:10:00,10.0,12.243495934751566
qrqb417247451,23,4.5,13.066762,80.251865,13.096762,80.281865,2022-04-01,21:35:00,21:40:00,Fog,Jam,motorcycle,Urban,135,Cosmetics,2022-04-01 21:35:00,2022-04-01 21:40:00,5.0,4.656788095043528
vqxo511607668,31,4.9,23.355164,85.324097,23.395164,85.364097,2022-04-03,15:35:00,15:50:00,Cloudy,Medium,motorcycle,Metropolitian,150,Jewelry,2022-04-03 15:35:00,2022-04-03 15:50:00,15.0,6.037529176542944
mzcl470074616,20,4.8,13.081878,80.248519,13.121878,80.288519,2022-04-03,16:45:00,16:50:00,Sandstorms,Medium,van,Metropolitian,100,Skincare,2022-04-03 16:45:00,2022-04-03 16:50:00,5.0,6.208803959900656
apzw816500736,39,4.8,18.554382,73.798206,18.594382,73.838206,2022-03-24,12:45:00,12:50:00,Sandstorms,High,scooter,Metropolitian,145,Sports,2022-03-24 12:45:00,2022-03-24 12:50:00,5.0,6.128501214161833
vzjl675125937,33,4.9,17.424114,78.347554,17.474114,78.397554,2022-03-15,22:50:00,23:05:00,Windy,Low,motorcycle,Metropolitian,130,Jewelry,2022-03-15 22:50:00,2022-03-15 23:05:00,15.0,7.683892680377846
hgxd621773551,28,4.8,17.431477,78.40035,17.481477,78.45035,2022-03-01,19:35:00,19:50:00,Sunny,Jam,motorcycle,Metropolitian,90,Home,2022-03-01 19:35:00,2022-03-01 19:50:00,15.0,7.683744768651806
xwnw275675300,22,4.9,22.553227,88.353273,22.613227,88.413273,2022-02-13,20:35:00,20:45:00,Fog,Jam,motorcycle,Metropolitian,125,Skincare,2022-02-13 20:35:00,2022-02-13 20:45:00,10.0,9.080676816811252
mxvm113834046,34,4.7,17.431668,78.408321,17.441668,78.418321,2022-03-26,11:55:00,12:10:00,Stormy,High,motorcycle,Metropolitian,220,Skincare,2022-03-26 11:55:00,2022-03-26 12:10:00,15.0,1.5368285452421355
byii728520830,26,4.8,13.054347,80.257221,13.084347,80.287221,2022-03-26,19:10:00,19:20:00,Fog,Jam,motorcycle,Metropolitian,130,Apparel,2022-03-26 19:10:00,2022-03-26 19:20:00,10.0,4.656902198105632
cioy299432831,21,4.9,11.003008,76.97544,11.113008,77.08544,2022-03-27,17:50:00,18:05:00,Fog,Medium,motorcycle,Metropolitian,190,Jewelry,2022-03-27 17:50:00,2022-03-27 18:05:00,15.0,17.138041435509773
shnv655742100,22,4.9,23.374878,85.335739,23.434878,85.395739,2022-03-09,18:20:00,18:30:00,Sandstorms,Medium,motorcycle,Metropolitian,60,Home,2022-03-09 18:20:00,2022-03-09 18:30:00,10.0,9.055364789945758
viqb333243673,30,4.7,12.906229,77.596791,12.936229,77.626791,2022-04-01,23:10:00,23:20:00,Sandstorms,Low,motorcycle,Metropolitian,145,Books,2022-04-01 23:10:00,2022-04-01 23:20:00,10.0,4.658255524232583
yqxv797113423,23,4.7,26.905287,75.794592,27.035287,75.924592,2022-03-06,21:35:00,21:50:00,Cloudy,Jam,van,Metropolitian,190,Jewelry,2022-03-06 21:35:00,2022-03-06 21:50:00,15.0,19.36320422209724
ruyb280329466,33,4.2,13.026279,80.174568,13.036279,80.184568,2022-03-15,10:00:00,10:05:00,Windy,Low,motorcycle,Metropolitian,165,Kitchen,2022-03-15 10:00:00,2022-03-15 10:05:00,5.0,1.5524171512663978
mitw210337293,36,4.3,12.323194,76.630583,12.433194,76.740583,2022-03-29,17:55:00,18:05:00,Stormy,Medium,scooter,Metropolitian,175,Skincare,2022-03-29 17:55:00,2022-03-29 18:05:00,10.0,17.097997931301858
wotf599366328,29,5.0,23.359194,85.325447,23.419194,85.385447,2022-03-17,19:30:00,19:35:00,Fog,Jam,motorcycle,Urban,100,Electronics,2022-03-17 19:30:00,2022-03-17 19:35:00,5.0,9.055855161965688
rqtl469649268,36,4.9,12.949934,77.699386,12.959934,77.709386,2022-03-21,08:25:00,08:35:00,Sunny,Low,motorcycle,Metropolitian,105,Electronics,2022-03-21 08:25:00,2022-03-21 08:35:00,10.0,1.5526496306640611
njgp155450822,27,5.0,12.970221,77.645396,13.010221,77.685396,2022-04-03,16:25:00,16:40:00,Sandstorms,Medium,motorcycle,Metropolitian,130,Apparel,2022-04-03 16:25:00,2022-04-03 16:40:00,15.0,6.210169290102345
refh410818329,30,4.9,11.021278,76.995017,11.081278,77.055017,2022-03-07,20:30:00,20:40:00,Windy,Jam,scooter,Metropolitian,170,Skincare,2022-03-07 20:30:00,2022-03-07 20:40:00,10.0,9.348128423503685
kwdb419640562,39,4.1,12.316967,76.603067,12.366967,76.653067,2022-03-21,21:55:00,22:10:00,Windy,Jam,motorcycle,Metropolitian,160,Outdoors,2022-03-21 21:55:00,2022-03-21 22:10:00,15.0,7.772343594464188
frsl659775658,33,4.9,18.539299,73.897902,18.559299,73.917902,2022-03-11,08:50:00,09:05:00,Sunny,Low,motorcycle,Metropolitian,105,Apparel,2022-03-11 08:50:00,2022-03-11 09:05:00,15.0,3.0644638558360477
qaat242029531,31,4.8,18.569156,73.774723,18.629156,73.834723,2022-03-21,18:15:00,18:25:00,Cloudy,Medium,scooter,Metropolitian,90,Books,2022-03-21 18:15:00,2022-03-21 18:25:00,10.0,9.1921191213112
utsv027796309,24,4.5,12.334022,76.618203,12.444022,76.728203,2022-04-04,17:25:00,17:35:00,Fog,Medium,scooter,Metropolitian,125,Electronics,2022-04-04 17:25:00,2022-04-04 17:35:00,10.0,17.09765154986503
xekn033657822,21,5.0,17.438263,78.397865,17.508263,78.467865,2022-03-29,21:25:00,21:40:00,Sunny,Jam,motorcycle,Metropolitian,90,Toys,2022-03-29 21:25:00,2022-03-29 21:40:00,15.0,10.756770071391678
mvyd490228119,27,4.6,23.232537,77.429845,23.252537,77.449845,2022-02-11,10:45:00,10:50:00,Stormy,Low,scooter,Metropolitian,90,Clothing,2022-02-11 10:45:00,2022-02-11 10:50:00,5.0,3.0201424289664303
qcqi772306643,38,4.7,25.454697,81.834492,25.504697,81.884492,2022-02-17,22:15:00,22:20:00,Sandstorms,Low,motorcycle,Metropolitian,145,Shoes,2022-02-17 22:15:00,2022-02-17 22:20:00,5.0,7.490064599571083
wnpp722539183,31,4.8,12.337978,76.616792,12.357978,76.636792,2022-03-11,08:25:00,08:30:00,Fog,Low,motorcycle,Other,105,Outdoors,2022-03-11 08:25:00,2022-03-11 08:30:00,5.0,3.108902629159079
jppa472683579,29,5.0,18.55144,73.804855,18.60144,73.854855,2022-03-15,17:30:00,17:45:00,Sunny,Medium,scooter,Metropolitian,95,Shoes,2022-03-15 17:30:00,2022-03-15 17:45:00,15.0,7.660582694185124
ppxj725379040,39,4.8,22.751857,75.866699,22.781857,75.896699,2022-03-28,18:55:00,19:10:00,Stormy,Medium,motorcycle,Metropolitian,195,Outdoors,2022-03-28 18:55:00,2022-03-28 19:10:00,15.0,4.537543599594834
tehh524032165,29,4.9,22.32,73.17,22.37,73.22,2022-03-09,20:10:00,20:20:00,Sandstorms,Jam,motorcycle,Urban,75,Books,2022-03-09 20:10:00,2022-03-09 20:20:00,10.0,7.573225613488835
pfeo478603414,30,5.0,17.433809,78.386744,17.443809,78.396744,2022-03-13,09:15:00,09:25:00,Fog,Low,scooter,Other,85,Skincare,2022-03-13 09:15:00,2022-03-13 09:25:00,10.0,1.5368199501610624
pnum098205462,34,4.6,13.054347,80.257221,13.074347,80.277221,2022-03-15,11:35:00,11:45:00,Cloudy,High,scooter,Metropolitian,145,Skincare,2022-03-15 11:35:00,2022-03-15 11:45:00,10.0,3.1046320933509697
qfoi469142169,36,4.3,18.593481,73.785901,18.723481,73.915901,2022-03-29,21:45:00,21:55:00,Windy,Jam,motorcycle,Metropolitian,220,Pet Supplies,2022-03-29 21:45:00,2022-03-29 21:55:00,10.0,19.912967189287773
sbon911363608,29,4.7,19.131141,72.813074,19.19114,72.873074,2022-04-03,23:45:00,00:00:00,Windy,Low,motorcycle,Metropolitian,70,Kitchen,2022-04-03 23:45:00,2022-04-04 00:00:00,15.0,9.177484636525882
yjcu578829902,37,4.8,18.533811,73.899315,18.663811,74.029315,2022-04-02,20:45:00,21:00:00,Fog,Jam,scooter,Urban,175,Kitchen,2022-04-02 20:45:00,2022-04-02 21:00:00,15.0,19.916274899796797
wdwy749028166,22,4.4,22.32,73.17,22.38,73.23,2022-03-15,00:00:00,00:10:00,Sandstorms,Low,motorcycle,Metropolitian,135,Snacks,2022-03-15 00:00:00,2022-03-15 00:10:00,10.0,9.087720328092061
dvop930848829,27,4.1,21.149669,72.772629,21.229669,72.852629,2022-03-27,21:35:00,21:40:00,Fog,Jam,motorcycle,Metropolitian,160,Sports,2022-03-27 21:35:00,2022-03-27 21:40:00,5.0,12.162424445776676
xifq754454483,31,4.4,17.429585,78.392621,17.489585,78.452621,2022-03-03,20:20:00,20:30:00,Windy,Jam,motorcycle,Urban,200,Toys,2022-03-03 20:20:00,2022-03-03 20:30:00,10.0,9.220418694557548
ofve687656755,26,4.5,17.483216,78.552111,17.553216,78.622111,2022-03-14,22:55:00,23:05:00,Cloudy,Low,scooter,Metropolitian,115,Sports,2022-03-14 22:55:00,2022-03-14 23:05:00,10.0,10.75550295962129
hhqz133129850,35,4.7,22.745536,75.893106,22.785536,75.933106,2022-04-01,13:50:00,14:05:00,Sunny,High,scooter,Metropolitian,120,Books,2022-04-01 13:50:00,2022-04-01 14:05:00,15.0,6.0500849919957504
xzli596164060,21,4.7,13.086438,80.220672,13.136439,80.270672,2022-03-13,18:00:00,18:05:00,Sunny,Medium,motorcycle,Metropolitian,70,Jewelry,2022-03-13 18:00:00,2022-03-13 18:05:00,5.0,7.760937776419154
gxzt429483765,32,5.0,30.332735,78.054222,30.412735,78.134222,2022-02-14,17:30:00,17:35:00,Stormy,Medium,motorcycle,Metropolitian,205,Outdoors,2022-02-14 17:30:00,2022-02-14 17:35:00,5.0,11.748735630962296
gxyc978944836,29,4.6,21.149569,72.772697,21.279569,72.902697,2022-03-23,23:00:00,23:05:00,Stormy,Low,motorcycle,Metropolitian,80,Snacks,2022-03-23 23:00:00,2022-03-23 23:05:00,5.0,19.762388480863397
pftw443642329,32,4.5,22.761226,75.887522,22.851226,75.977522,2022-03-16,19:40:00,19:45:00,Sandstorms,Jam,motorcycle,Metropolitian,185,Kitchen,2022-03-16 19:40:00,2022-03-16 19:45:00,5.0,13.610824622426307
vlzn491770976,20,4.5,17.433809,78.386744,17.483809,78.436744,2022-03-26,18:15:00,18:30:00,Sandstorms,Medium,motorcycle,Metropolitian,120,Apparel,2022-03-26 18:15:00,2022-03-26 18:30:00,15.0,7.683697910285141
shie458425500,28,4.6,22.761226,75.887522,22.791226,75.917522,2022-03-26,20:15:00,20:30:00,Stormy,Jam,van,Urban,70,Cosmetics,2022-03-26 20:15:00,2022-03-26 20:30:00,15.0,4.5374004790919935
tpvi838965034,23,4.7,21.157729,72.768726,21.237729,72.848726,2022-03-16,17:40:00,17:45:00,Cloudy,Medium,motorcycle,Metropolitian,190,Toys,2022-03-16 17:40:00,2022-03-16 17:45:00,5.0,12.16211593670245
hgch149561621,32,4.9,11.026117,76.944652,11.036117,76.954652,2022-03-17,09:15:00,09:20:00,Cloudy,Low,motorcycle,Metropolitian,125,Skincare,2022-03-17 09:15:00,2022-03-17 09:20:00,5.0,1.5580739318109507
ztlp034630218,33,4.0,13.058616,80.264151,13.118616,80.324151,2022-03-11,20:45:00,20:55:00,Cloudy,Jam,scooter,Metropolitian,175,Skincare,2022-03-11 20:45:00,2022-03-11 20:55:00,10.0,9.313449926160223
oftl814541880,36,4.3,9.982834,76.283268,10.022834,76.323268,2022-02-13,12:35:00,12:50:00,Cloudy,High,scooter,Urban,195,Books,2022-02-13 12:35:00,2022-02-13 12:50:00,15.0,6.242510272008099
xrkl760915751,35,3.7,19.12663,72.829976,19.25663,72.959976,2022-03-18,20:55:00,21:05:00,Stormy,Jam,scooter,Metropolitian,155,Toys,2022-03-18 20:55:00,2022-03-18 21:05:00,10.0,19.88298786811295
